App,Rating,Installs,Price,"DSLU (days since dec 1, 202)",Reviews,Size,Type,Current Ver,Android Ver,Category,Genres,Content Rating
Treasure Defense,4.1,100000,0,2641,3527,3.50E+07,Free,2.2.0.23,3.0 and up,FAMILY,Strategy,Teen
Car Crash III Beam DH Real Damage Simulator 2018,3.6,10000,0,1656,151,1.00E+08,Free,1.03,4.1 and up,GAME,Racing,Everyone
The Lost Lands:DH Lite,4.3,50000,0,2799,1130,4.80E+07,Free,1.01,4.2 and up,FAMILY,Simulation,Teen
DH-UFO,5,100,0,1652,1,5.90E+07,Free,1.0.9,4.4 and up,FAMILY,Entertainment,Everyone
Daddyhunt: Gay Dating,3.9,500000,0,1774,6450,1.40E+07,Free,1.3.5,4.0 and up,SOCIAL,Social,Mature 17+
Tiny Defense,4.1,1000000,0,2658,29387,1.60E+07,Free,1.0.6,3.0 and up,FAMILY,Strategy,Everyone
Toys Defense: Horror Land,3.8,10000,0,2101,168,2.40E+07,Free,1.2.2,4.0.3 and up,FAMILY,Strategy,Everyone
D-H Pharmacy,5,1000,0,2402,6,2.3,Free,v6.1,2.2 and up,LIFESTYLE,Lifestyle,Everyone
DEER HUNTER CHALLENGE,3.7,5000000,0,4252,38767,4.1,Free,1.4.3,2.0 and up,GAME,Action,Everyone 10+
Kingdom in Chaos,4.3,100000,0,2537,5623,2.80E+07,Free,1.0.5,2.3 and up,FAMILY,Role Playing,Everyone 10+
Desperate Housewives: The Game,4.2,500000,0,1578,10440,2.70E+07,Free,18.30.22,4.4 and up,FAMILY,Role Playing,Teen
Dinosaur War,4.3,10000000,0,2310,157997,2.70E+07,Free,1.4.4,2.3.3 and up,FAMILY,Simulation,Everyone
DH News,2.5,10000,0,1830,81,6.7,Free,3.4.5,4.0.3 and up,NEWS_AND_MAGAZINES,News & Magazines,Mature 17+
Bike Unchained,4.3,5000000,0,1584,83545,2.30E+07,Free,1.193,4.0 and up,SPORTS,Sports,Everyone
Bike 3D Configurator,4.3,1000000,0,1703,34062,8.50E+07,Free,1.6.7,4.4 and up,SPORTS,Sports,Everyone
Castle Defense : Invasion,4.2,100000,0,1600,1484,4.10E+07,Free,1.2.1,4.0.3 and up,FAMILY,Strategy,Everyone
Defender,4.6,10000000,0,2323,152395,1.40E+07,Free,1.1.9,2.3 and up,GAME,Action,Everyone 10+
Avenger Legends,4,100000,0,1967,3715,9.40E+07,Free,1.13.299,4.0.3 and up,FAMILY,Role Playing,Everyone
DrivingTest,2.9,100000,0,2103,975,4.50E+07,Free,5,4.1 and up,FAMILY,Simulation,Everyone
Texas HoldEm Poker Deluxe,4.5,10000000,0,1646,396090,2.60E+07,Free,1.7.0,4.0.3 and up,GAME,Casino,Teen
Idle Heroes,4.7,10000000,0,1646,417197,9.90E+07,Free,1.14.0,2.3 and up,FAMILY,Role Playing,Everyone 10+
Wallpapers DH 4K,3.8,1000,0,1599,23,5.9,Free,2,4.0.3 and up,PERSONALIZATION,Personalization,Everyone
Deck Heroes: Legacy,4.7,10000000,0,1599,466495,5.20E+07,Free,11.7.5,2.3.3 and up,GAME,Card,Teen
Shred! Downhill Mountainbiking,3.9,1000000,0,2128,41683,6.30E+07,Free,1.67,2.3 and up,GAME,Arcade,Everyone
Pocket Heroes,4.5,1000000,0,2644,96658,2.60E+07,Free,2.0.5,3.0 and up,FAMILY,Role Playing,Everyone 10+
"Free phone calls, free texting SMS on free number",4.5,10000000,0,1584,412888,3.50E+07,Free,3.8.1,4.1 and up,SOCIAL,Social,Everyone
Phone Tracker : Family Locator,4.3,10000000,0,1582,231446,5.4,Free,4.81,4.0 and up,SOCIAL,Social,Everyone
Meme Generator Free,4.4,10000000,0,1581,303394,5.30E+07,Free,4.426,4.1 and up,FAMILY,Entertainment,Mature 17+
Stop Smoking - EasyQuit free,4.8,500000,0,1608,39068,4,Free,1.2.2,4.1 and up,HEALTH_AND_FITNESS,Health & Fitness,Everyone
FIFA Soccer,4.2,100000000,0,1584,3909032,5.10E+07,Free,10.5.00,4.1 and up,SPORTS,Sports,Everyone
My Photo Keyboard,4.1,10000000,0,1708,211620,2.00E+07,Free,7.4,4.0 and up,PHOTOGRAPHY,Photography,Everyone
Archery Physics Objects Destruction Apple shooter,4.5,100000,0,1608,6026,3.90E+07,Free,1.04,4.1 and up,GAME,Action,Teen
Story Saver for Instagram,4.5,5000000,0,1584,41331,5,Free,1.4.4,4.0.3 and up,PHOTOGRAPHY,Photography,Everyone
Cameringo+ Filters Camera,4.6,500000,2.99,1634,28107,5.7,Paid,2.8.26,4.0 and up,PHOTOGRAPHY,Photography,Everyone
Whoscall - Caller ID & Block,4.4,10000000,0,1583,552635,2.90E+07,Free,6.19.1,4.1 and up,COMMUNICATION,Communication,Everyone
Cooking in the Kitchen,4.1,10000000,0,1582,217736,8.70E+07,Free,1.1.64,4.1 and up,FAMILY,Casual;Pretend Play,Everyone
Automatic Call Recorder,4.3,100000000,0,1582,1648515,7.1,Free,5.42.1,2.3 and up,TOOLS,Tools,Everyone
Fancy Pants Adventures,4.7,1000000,0,1967,55952,6.10E+07,Free,1.0.10,4.1 and up,GAME,Arcade,Everyone 10+
Shopee: No.1 Belanja Online,4.2,10000000,0,1592,609186,3.00E+07,Free,2.25.17,4.1 and up,SHOPPING,Shopping,Everyone
Lep's World 3 ðŸ€ðŸ€ðŸ€,4.3,50000000,0,1634,771001,5.20E+07,Free,2.0.1.3,4.1 and up,GAME,Action,Everyone 10+
Robbery Bob,4.5,10000000,0,1586,617732,4.40E+07,Free,1.18.4,4.1 and up,GAME,Action,Everyone 10+
Video Downloader - for Instagram Repost App,4.8,10000000,0,1588,332623,4.6,Free,1.1.58,4.1 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
Nyan Cat: Lost In Space,4.5,10000000,0,1637,371318,9.00E+07,Free,10.1.6,4.1 and up,GAME,Arcade,Everyone 10+
"Quik â€“ Free Video Editor for photos, clips, music",4.7,10000000,0,1610,696665,9.10E+07,Free,4.7.4.3869-7b2372c3e,5.0 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
Euro Truck Driver (Simulator),4.4,10000000,0,1750,860078,3.00E+07,Free,1.6.0,4.1 and up,FAMILY,Simulation,Everyone
DJ Mix Effects Simulator,4.1,1000000,0,1770,5997,2.00E+07,Free,1.1,4.1 and up,FAMILY,Simulation,Everyone
3D DJ â€“ Music Mixer with Virtual DJ,4.3,100000,0,1612,796,2.80E+07,Free,6.6.8,5.0 and up,FAMILY,Entertainment,Everyone
Virtual DJ Mixer,4.2,100000,0,2023,2013,1.60E+07,Free,1,4.1 and up,TOOLS,Tools,Everyone
Mix Virtual DJ 2018,4.2,100000,0,1834,2925,1.60E+07,Free,1,4.1 and up,TOOLS,Tools,Everyone
Resources For Virtual DJ,3.6,1000000,0,2176,21095,7.9,Free,4,4.0.3 and up,FAMILY,Entertainment,Everyone
DK 15 Minute Language Course,2.8,1000,0,1700,21,5.70E+07,Free,1.0.0.5,4.0.3 and up,FAMILY,Education,Everyone
DK Readers,3.9,1000,0,3074,30,1.60E+07,Free,1.1,2.3 and up,FAMILY,Education,Everyone
Eyewitness Travel Phrase Book,3.8,1000,0,1952,10,2.50E+07,Free,1,4.1 and up,FAMILY,Education,Everyone
DK Quiz,4.4,50000,0,3157,1628,3.40E+07,Free,1.3,2.3 and up,GAME,Trivia,Everyone
DK Virtual Reality,3.7,1000,0,1724,42,2.90E+07,Free,1.7.1,5.0 and up,FAMILY,Books & Reference;Education,Everyone
Bilingual Dictionary Audio App,2.7,5000,0,1674,68,8.70E+07,Free,1.0.0.22,4.1 and up,BOOKS_AND_REFERENCE,Books & Reference,Everyone
Super DK vs Kong Brother Advanced Free Classic,3.8,10000,0,1598,66,3.80E+07,Free,1.2,4.1 and up,GAME,Arcade,Everyone
English for Everyone,3.2,10000,0,1609,429,1.80E+07,Free,3.9.1,4.4 and up,FAMILY,Education,Everyone
DK Live - Sports Play by Play,3.9,100000,0,1654,255,1.90E+07,Free,2.1.4,4.4 and up,SPORTS,Sports,Everyone
DK Eyewitness Audio Walks,2.3,1000,0,1700,9,7.00E+07,Free,1.0.1.8,4.2 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
DK Pittsburgh Sports,4.1,10000,0,1589,556,3.3,Free,3.0.5,4.2 and up,SPORTS,Sports,Everyone
LineStar For DK,4.3,50000,0,1639,1387,1.40E+07,Free,3.0.3,4.0.3 and up,SPORTS,Sports,Everyone
Visuelles WÃ¶rterbuch Audio-App,3.1,10000,0,1973,192,6.60E+07,Free,1.1.6,4.1 and up,FAMILY,Education,Everyone
Fodbold DK Pro,4.6,1000,2.99,1639,315,4.3,Paid,2.106.0,4.0 and up,SPORTS,Sports,Everyone
10 Minutes a Day Times Tables,4.1,100000,0,3073,681,4.80E+07,Free,1.2,2.2 and up,FAMILY,Education,Everyone
dk Verk,4.4,500,0,1723,9,3.10E+07,Free,2.0.14,4.1 and up,BUSINESS,Business,Everyone
e-Boks.dk,3.2,1000000,0,1716,6752,3.3,Free,3.5.2,4.0.3 and up,PRODUCTIVITY,Productivity,Everyone
Account Class-11 Solutions (D K Goel),4.5,50000,0,1756,663,2.50E+07,Free,3.0.0,3.0 and up,FAMILY,Education,Everyone
Dating.dk,3.7,100000,0,1578,2111,1.10E+07,Free,4.1.23,4.4 and up,SOCIAL,Social,Mature 17+
Account Class-12 Solutions (D K Goel) Vol-1,4.4,50000,0,1753,708,3.30E+07,Free,1.0.0,3.0 and up,FAMILY,Education,Everyone
Salah Widget (DK+Malmo),4.5,10000,0,2713,532,6.4,Free,0.9.9.14,2.3 and up,LIFESTYLE,Lifestyle,Everyone
PK and DK Audio App,5,100,0,1863,2,3.9,Free,5.1.4,4.1 and up,FAMILY,Entertainment,Everyone
dk,4.8,10,0,1900,5,1.5,Free,1,2.3 and up,FAMILY,Education,Everyone
Account Class-12 Solutions (D K Goel) Vol-2,4.6,10000,0,1689,124,2.30E+07,Free,1.0.0,3.0 and up,FAMILY,Education,Everyone
DK Browser,4,10,0,2046,1,2.4,Free,1,4.2 and up,COMMUNICATION,Communication,Everyone
Discovery K!ds Play!,4.1,1000000,0,1673,19388,3.50E+07,Free,2.1.0.2173,4.0.3 and up,FAMILY,Entertainment;Music & Video,Everyone
Transport DK,4.1,10000,0,2012,204,1.10E+07,Free,2.28,4.0 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Everyone
DK Murali,4.8,500,0,2105,65,7.1,Free,1.1.2,4.1 and up,SOCIAL,Social,Teen
GirlTalk.dk,4.3,100,0,1896,3,5.3,Free,3.1.0,4.1 and up,SOCIAL,Social,Teen
NY mobilbank DK - Danske Bank,2.8,100000,0,1619,851,3.00E+07,Free,0.38.1,4.3 and up,FINANCE,Finance,Everyone
Advanced Download Manager Pro,4.7,50000,2.99,1854,6505,2,Paid,6.4.0,4.0 and up,TOOLS,Tools,Everyone
GetThemAll Any File Downloader,4.2,5000000,0,1654,91186,6.3,Free,2.0.9,4.0 and up,TOOLS,Tools,Everyone
Download All Files,3.8,10000000,0,1632,120494,2.3,Free,2.0.7,4.1 and up,TOOLS,Tools,Everyone
Download Manager Pro FREE,3.8,100000,0,1857,637,7.2,Free,2.5,4.1 and up,PRODUCTIVITY,Productivity,Everyone
Download Manager,3.8,10000000,0,1793,79132,2.2,Free,1.1.6,2.3 and up,TOOLS,Tools,Everyone
Download Video Free,4,1000000,0,1703,39682,6.2,Free,3.5.5,4.1 and up,FAMILY,Entertainment,Everyone
Fast Download Manager,4,1000000,0,1580,18478,1.7,Free,1.0.5,2.3 and up,TOOLS,Tools,Everyone
DL Hughley,4.6,1000,0,1714,12,1.00E+07,Free,2.0.4,4.1 and up,FAMILY,Entertainment,Mature 17+
Turbo Download Manager (and Browser),4,5000000,0,1580,32879,3.2,Free,5.19,4.0.3 and up,TOOLS,Tools,Everyone
D.L. Evans Bank Mobile Banking,4.3,10000,0,1674,85,3.00E+07,Free,18.1.79,5.0 and up,FINANCE,Finance,Everyone
The DL Hughley Show,4.3,5000,0,1647,23,1.10E+07,Free,3.1.2,5.0 and up,FAMILY,Entertainment,Everyone
Download Blazer,3.9,5000000,0,1633,34612,2.4,Free,2.0.7,4.1 and up,TOOLS,Tools,Everyone
DL Image Manager,5,10,0.99,1586,2,1.7,Paid,1.0.5,4.0 and up,PRODUCTIVITY,Productivity,Everyone
Download Manager For Android Free,4,100000,0,1694,593,3.3,Free,12.04.18,3.0 and up,TOOLS,Tools,Everyone
FrostWire: Torrent Downloader & Music Player,4.1,10000000,0,1582,253207,1.30E+07,Free,2.0.7,4.4 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
Turbo Downloader,3.9,5000000,0,1611,23348,3.2,Free,3.48,4.0.3 and up,TOOLS,Tools,Everyone
Trimble DL,4.2,10000,0,1784,133,7.9,Free,1.0.184,4.2 and up,PRODUCTIVITY,Productivity,Everyone
Insave-Download for Instagram,4.3,1000000,0,2263,46242,5.2,Free,2.1.3,4.0 and up,PHOTOGRAPHY,Photography,Everyone
+Download 4 Instagram Twitter,4.5,1000000,0,1582,40467,2.20E+07,Free,5.03,4.1 and up,SOCIAL,Social,Everyone
Advanced Download Manager Holo,4.4,1000000,0,2332,16192,1.6,Free,4.1.9o,4.0 and up,TOOLS,Tools,Everyone
G-Download Manager,4.1,50000,0,1652,802,9.4,Free,1.0.81,4.1 and up,TOOLS,Tools,Everyone
Video Downloader,4.2,10000000,0,1581,58981,5.4,Free,1.0.8,4.4 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
DL Calculator,4.5,10000,0,2632,177,1.1,Free,1,2.2 and up,SPORTS,Sports,Everyone
Inst Download - Video & Photo,4.6,10000000,0,1807,148715,3.3,Free,2,4.0 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
Vuze Torrent Downloader,4.1,1000000,0,2463,24565,5.5,Free,2.1,2.3.3 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
IDM Internet Download Manager,3.9,100000,0,2228,1322,4.2,Free,1.0.4,4.2 and up,PRODUCTIVITY,Productivity,Everyone
TorrDroid - Torrent Downloader,4.7,1000000,0,1703,59632,1.00E+07,Free,1.5.2,4.1 and up,TOOLS,Tools,Everyone
Download Manager - File & Video,3.9,1000000,0,1632,8780,5,Free,2.7.5,4.2 and up,TOOLS,Tools,Everyone
AndStream - Streaming Download,4.3,1000000,0,2083,38607,2.9,Free,3.1.8,2.3 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
DM Me - Chat,2.9,10000,0,1606,90,3.00E+07,Free,1,4.0.3 and up,SOCIAL,Social,Mature 17+
DM Screen,4.4,10000,0,1784,283,5.4,Free,1.1.10a,4.0 and up,BOOKS_AND_REFERENCE,Books & Reference,Everyone 10+
DM for IG ðŸ˜˜ - Image & Video Saver for Instagram,3.7,5000,0,1734,55,3.7,Free,3.20.3,4.4 and up,SOCIAL,Social,Teen
DM for WhatsApp,4.4,5000,0,1642,25,2.9,Free,0.3.7,4.4 and up,COMMUNICATION,Communication,Everyone
Fifth Edition DM Tools,4.1,100000,0,2142,942,3,Free,1.14b,3.0 and up,FAMILY,Role Playing,Everyone
DM airdisk,2.8,1000,0,2309,11,1.10E+07,Free,1.7.2,3.0 and up,TOOLS,Tools,Everyone
Diabetes mellitus (DM) from zero to hero,4.9,1000,0,1779,18,3,Free,1,4.3 and up,MEDICAL,Medical,Everyone
Auto DM for Twitter ðŸ”¥,3.4,1000,0,1655,44,6.3,Free,HTTPs,4.1 and up,SOCIAL,Social,Teen
DM HiDisk,2.8,5000,0,1638,54,2.00E+07,Free,1.1.2,4.0.3 and up,TOOLS,Tools,Everyone
DM EVOLUTION,2.5,10000,0,1592,450,9.70E+07,Free,2.0.9,4.1 and up,GAME,Card,Everyone
Daily DM,4.7,1000,0,3345,51,259000,Free,1,2.1 and up,PERSONALIZATION,Personalization,Everyone
Dungeons and Dragons DM Tools,3.1,1000,1.99,2108,50,4.9,Paid,2,2.3 and up,BOOKS_AND_REFERENCE,Books & Reference,Everyone
DM airdisk Pro,3.2,1000,0,1898,11,3.60E+07,Free,2.4.0,4.0.3 and up,TOOLS,Tools,Everyone
Convert Coordinates DM to DMS,4.3,5000,0,3588,15,164000,Free,1.6,2.2 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Everyone
DM security - Dragon Mobile,3.9,1000,0,2045,27,3,Free,1.1.1,4.1 and up,TOOLS,Tools,Everyone
DM 24/7,3.6,1000,0,1583,7,1.60E+07,Free,2.3,2.3.3 and up,TOOLS,Tools,Everyone
DM Storage (for twitter),3.2,100,0,2927,6,458000,Free,1,4.1 and up,SOCIAL,Social,Everyone
DM Tracker,3.5,1000,0,1589,11,5.2,Free,2.0.1,4.3 and up,COMMUNICATION,Communication,Everyone
DM Tuning,3.3,5000,0,1702,64,5.7,Free,1.9.1,6.0 and up,SPORTS,Sports,Everyone
Aster DM Healthcare,2.4,5000,0,1836,32,8.5,Free,1.5,4.0.3 and up,MEDICAL,Medical,Everyone
Fake Chat (Direct Message),4.4,500000,0,1974,5985,5.9,Free,1.4.2,4.1 and up,SOCIAL,Social,Everyone
Interactive NPC DM Tool,2.8,50,0.99,2861,5,629000,Paid,1.0.0,2.3.3 and up,FAMILY,Role Playing,Everyone
DM Buddy Â» Learn Digital Marketing,5,500,0,1969,3,1.7,Free,2.1,4.1 and up,FAMILY,Education,Everyone
Basketball Dynasty Manager 16,4.4,5000,1.99,2374,426,2.10E+07,Paid,2.2.3,4.0 and up,SPORTS,Sports,Everyone
Disciple Makerâ€™s (DM) Lab,5,100,0,1583,3,4,Free,1.0.5,4.4 and up,FAMILY,Education,Everyone
DN,3.3,10000,0,1613,78,1.70E+07,Free,3.2.1.258,5.0 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone
DN eAvis,2.9,10000,0,2129,61,4.1,Free,2.0.0,4.1 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone
DN Sync,4.1,1000,0,2362,56,28000,Free,1.15,2.3.3 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone 10+
DN Reader,4.6,100,0,3185,18,1.8,Free,1,4.0 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone
e-DN - den digitala tidningen frÃ¥n Dagens Nyheter,2.2,50000,0,1652,160,3.20E+07,Free,1.3.2,4.4 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone 10+
MultiPicture Live Wallpaper dn,4.3,10000,1.99,3581,505,288000,Paid,0.6.11,2.1 and up,PERSONALIZATION,Personalization,Everyone
DN Blog,5,10,0,1592,20,4.2,Free,1,4.0 and up,SOCIAL,Social,Teen
Dagens Nyheter,2.5,100000,0,1611,2055,1.70E+07,Free,4.2.7,4.4 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone
DN.VR,3,5000,0,1653,29,3.70E+07,Free,2.1.1,5.0 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone 10+
DN - DiÃ¡rio de NotÃ­cias,3.7,100000,0,1589,794,1.50E+07,Free,3.2.7,4.1 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone
DN Employee,5,10,0,1620,1,3.8,Free,1.4,4.4 and up,FAMILY,Education,Everyone
DN Calculators,5,100,0,3374,12,775000,Free,1.11,3.0 and up,FINANCE,Finance,Everyone
Writing Wizard Premium - Handwriting,4.1,5000,4.49,1824,89,3.30E+07,Paid,2.5.0,4.0.3 and up,FAMILY,Education;Education,Everyone
Sverige Tidningar,4.1,50000,0,1585,905,4,Free,2.2.2.1,4.0 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone
Dragon Nest M,4.6,100000,0,1598,11872,6.20E+07,Free,1.2.0,4.3 and up,FAMILY,Role Playing,Teen
Guardian Hunter: SuperBrawlRPG,4.5,1000000,0,1578,364013,2.70E+07,Free,14.4.4.00,4.1 and up,FAMILY,Role Playing,Everyone 10+
ES Remote,3.3,100000,0,2933,707,1.50E+07,Free,2.1.1,2.3 and up,FAMILY,Entertainment,Everyone
Destiny Ninja Shall we date otome games love story,4.4,500000,0,1686,13079,3.00E+07,Free,1.6.2,4.0 and up,GAME,Adventure,Everyone 10+
Day Night Live Wallpaper (All),4.7,50000,2.49,1765,4856,1.80E+07,Paid,1.5.3,4.0 and up,PERSONALIZATION,Personalization,Everyone
CritDice - Dice Roller,4.7,50000,0,2223,2910,5.3,Free,2.0.0,4.1 and up,FAMILY,Entertainment,Everyone
Cursive Writing Wizard - Handwriting,4,1000000,0,1824,3745,3.10E+07,Free,2.5.0,4.0.3 and up,FAMILY,Education;Education,Everyone
Free Poker Games : Downtown Casino - Texas Holdem,4.5,50000,0,1640,2032,5.00E+07,Free,0.1.27,4.1 and up,GAME,Card,Teen
WFVS 2018 | WhatApp Full Video Status & Downloader,4.3,50000,0,1611,596,2.20E+07,Free,1.3,4.1 and up,PRODUCTIVITY,Productivity,Everyone
Maher EL Mouaikly - Offline,4.6,10000,0,2017,166,2.6,Free,1.1.0,3.1 and up,FAMILY,Entertainment,Everyone
Darkness Rises,4.7,5000000,0,1591,456474,8.60E+07,Free,1.2.0,4.4 and up,FAMILY,Role Playing,Teen
NARUTO X BORUTO NINJA VOLTAGE,4.4,5000000,0,1596,267395,7.10E+07,Free,1.1.7,4.4 and up,GAME,Action,Everyone 10+
Sword Art Online: Integral Factor,4,1000000,0,1589,45359,3.20E+07,Free,1.0.9,4.4 and up,FAMILY,Role Playing,Everyone 10+
Mahalaxmi Dindarshika 2018,4.2,1000000,0,1791,25427,9.2,Free,18,4.0 and up,PRODUCTIVITY,Productivity,Everyone
"Microsoft To-Do: List, Task & Reminder",4.1,1000000,0,1584,14432,1.60E+07,Free,1.36.82,4.4 and up,PRODUCTIVITY,Productivity,Everyone
Notepad & To do list,4.3,10000000,0,1639,226295,4.2,Free,4.3.19,2.3.3 and up,PRODUCTIVITY,Productivity,Everyone
To Do List,4.7,5000000,0,1718,253155,3.5,Free,3.0.17,4.0 and up,PRODUCTIVITY,Productivity,Everyone
"Polaris Office - Word, Docs, Sheets, Slide, PDF",4.3,10000000,0,1597,549900,6.00E+07,Free,7.3.30,4.1 and up,PRODUCTIVITY,Productivity,Everyone
do,3.1,100000,0,2367,1073,5.9,Free,1.0.4,4.0 and up,FAMILY,Strategy,Everyone
Does not Commute,4,5000000,0,2606,154108,7.80E+07,Free,1.4.2,2.3 and up,GAME,Racing,Everyone
Todoist: To-do lists for task management & errands,4.5,10000000,0,1579,155998,1.20E+07,Free,12.8.2,4.4 and up,PRODUCTIVITY,Productivity,Everyone
To Do Reminder with Alarm,4.4,1000000,0,1716,72161,4.9,Free,2.68.14,4.0 and up,PRODUCTIVITY,Productivity,Everyone
wikiHow: how to do anything,4.4,1000000,0,2052,43088,3,Free,2.7.3,4.0 and up,BOOKS_AND_REFERENCE,Books & Reference,Teen
"Ike - To-Do List, Task List",4.6,100000,0,2182,6320,6.3,Free,2,4.4 and up,PRODUCTIVITY,Productivity,Everyone
"My Effectiveness: To do, Tasks",4.6,500000,0,1579,14089,8.4,Free,0.21.1,4.1 and up,PRODUCTIVITY,Productivity,Everyone
Do it (Tomorrow),4.3,1000000,0,2950,26452,4,Free,2.3.5,2.1 and up,PRODUCTIVITY,Productivity,Everyone
Do Not Disturb,4.3,100000,0,1835,6120,1.9,Free,2.10.1,6.0 and up,PRODUCTIVITY,Productivity,Everyone
To-Do List Widget,3.9,1000000,0,3351,7801,201000,Free,2,1.5 and up,PRODUCTIVITY,Productivity,Everyone
NoteToDo. Notes. To do list,4.5,1000000,0,1580,57449,5,Free,1.2.187-83,4.0 and up,PRODUCTIVITY,Productivity,Everyone
"Memory Helper - To do list, Notepad, Notes, Memo",4.7,500000,0,1594,7566,4,Free,67,4.1 and up,PRODUCTIVITY,Productivity,Everyone
"2Do - Reminders, To-do List & Notes",4.3,100000,0,1626,4649,3.00E+07,Free,2.8.12,5.0 and up,PRODUCTIVITY,Productivity,Everyone
"Notes : Colorful Notepad Note,To Do,Reminder,Memo",4.6,1000000,0,1636,10484,9,Free,1.4.9,4.1 and up,LIFESTYLE,Lifestyle,Everyone
"Time Planner - Schedule, To-Do List, Time Tracker",4.2,500000,0,1786,2537,8.5,Free,2.2 (Protostar),4.0 and up,PRODUCTIVITY,Productivity,Everyone
Cal - Google Calendar + Widget,4.2,1000000,0,2495,86172,1.30E+07,Free,1.1.7,4.0 and up,PRODUCTIVITY,Productivity,Everyone
"Clean My House â€“ Chore To Do List, Task Scheduler",4.1,100000,0,1624,661,3.4,Free,2.1.2,4.1 and up,PRODUCTIVITY,Productivity,Everyone
"Goal Meter: Goal Tracker, Habit Changer,To-Do List",4.6,100000,0,1759,7969,2.00E+07,Free,2.7.92,4.4 and up,PRODUCTIVITY,Productivity,Everyone
To-do list,4.4,50000,0,1598,688,4.4,Free,2.22,4.0 and up,PRODUCTIVITY,Productivity,Everyone
Do Not Crash,3.7,1000000,0,2856,56664,8.3,Free,1.4,2.3 and up,FAMILY,Casual,Everyone
Do I Snore or Grind,4.4,100000,0,1606,2295,1.90E+07,Free,0.3.1,5.0 and up,MEDICAL,Medical,Everyone
How well do you know me?,3.9,100000,0,1589,1290,6.4,Free,2.3.0,4.1 and up,GAME,Word,Everyone
EasyNote Notepad | To Do List,4.3,1000000,0,1830,15618,2.4,Free,1.5.2,2.3 and up,TOOLS,Tools,Everyone
Adobe Fill & Sign: Easy PDF Form Filler,4.3,1000000,0,1850,11402,5.3,Free,1.3.0,5.0 and up,PRODUCTIVITY,Productivity,Everyone
DO YOU KNOW THE WAY Soundboard,4.5,100000,0,1614,1007,5.2,Free,7,4.1 and up,FAMILY,Entertainment,Everyone
Dude Perfect 2,4.5,10000000,0,2059,401648,7.00E+07,Free,1.6.1,4.0.3 and up,GAME,Action,Everyone
Endless Ducker,4.5,500000,0,2267,8193,4.10E+07,Free,1.0.7,4.0.3 and up,GAME,Arcade,Everyone
Dude Perfect,4.5,10000,0,1982,97,1.9,Free,1,4.1 and up,SPORTS,Sports,Everyone
that's lit,4.7,100000,0,1973,1115,3.90E+07,Free,1,4.3 and up,GAME,Arcade,Everyone
All Type DP,4.3,500000,0,1666,1853,5.8,Free,1.8,4.0 and up,FAMILY,Entertainment,Everyone
Dp For WhatsApp,4.4,1000000,0,1622,1623,1.10E+07,Free,2.7,4.0.3 and up,PERSONALIZATION,Personalization,Mature 17+
DP and Status for WhatsApp 2018,4.5,100000,0,1748,787,6.9,Free,2.4.2,4.0.3 and up,SOCIAL,Social,Everyone
DP Editor,4.3,5000,0,1580,18,1.50E+07,Free,1.5,4.1 and up,PHOTOGRAPHY,Photography,Teen
DP & Status,4.3,500000,0,1787,1922,4.7,Free,1.13,4.1 and up,FAMILY,Entertainment,Everyone
Dp for girls,4.2,50000,0,2015,175,8.2,Free,1.2,4.0.3 and up,ART_AND_DESIGN,Art & Design,Everyone
DP Maker,4.2,100000,0,1677,784,1.80E+07,Free,1.00.15,4.1 and up,PHOTOGRAPHY,Photography,Everyone
Download Instant DP (Full HD),4.3,100000,0,1580,1283,4.4,Free,4.1.0,4.1 and up,TOOLS,Tools,Everyone
Square DP For Whatsapp,4.2,10000,0,2073,67,1.50E+07,Free,1,4.0.3 and up,PHOTOGRAPHY,Photography,Everyone
Profile pictures for WhatsApp,4.7,500000,0,1656,10786,9.4,Free,2.3.1,4.3 and up,PERSONALIZATION,Personalization,Mature 17+
DP and Status,4.1,100000,0,1938,623,3,Free,1.0.1,3.0 and up,FAMILY,Entertainment,Everyone
Dp For Whatsapp,4.3,5000,0,2058,39,1.20E+07,Free,1,4.0.3 and up,SOCIAL,Social,Everyone
DP & Status for Whatsapp 2018,4.1,100000,0,1581,293,3.4,Free,1.4,4.0.3 and up,PERSONALIZATION,Personalization,Everyone
